,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
0,s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",,"November 26, 2021",2016,TV-G,23 min,Animation,Join Mickey and the gang as they duck the halls!
1,s1,Movie,Duck the Halls: A Mickey Mouse Christmas Special,"Alonso Ramirez Ramos, Dave Wasson","Chris Diamantopoulos, Tony Anselmo, Tress MacNeille, Bill Farmer, Russi Taylor, Corey Burton",,"November 26, 2021",2016,TV-G,23 min,Family,Join Mickey and the gang as they duck the halls!
2,s2,Movie,Ernest Saves Christmas,John Cherry,"Jim Varney, Noelle Parker, Douglas Seale",,"November 26, 2021",1988,PG,91 min,Comedy,Santa Claus passes his magic bag to a new St. Nic.
3,s3,Movie,Ice Age: A Mammoth Christmas,Karen Disher,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,"November 26, 2021",2011,TV-G,23 min,Animation,Sid the Sloth is on Santa's naughty list.
4,s3,Movie,Ice Age: A Mammoth Christmas,Karen Disher,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,"November 26, 2021",2011,TV-G,23 min,Comedy,Sid the Sloth is on Santa's naughty list.
5,s3,Movie,Ice Age: A Mammoth Christmas,Karen Disher,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,"November 26, 2021",2011,TV-G,23 min,Family,Sid the Sloth is on Santa's naughty list.
6,s4,Movie,The Queen Family Singalong,Hamish Hamilton,"Darren Criss, Adam Lambert, Derek Hough, Alexander Jean, Fall Out Boy, Jimmie Allen",,"November 26, 2021",2021,TV-PG,41 min,Musical,"This is real life, not just fantasy!"
7,s5,TV Show,The Beatles: Get Back,,"John Lennon, Paul McCartney, George Harrison, Ringo Starr",,"November 25, 2021",2021,,1 Season,Docuseries,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.
8,s5,TV Show,The Beatles: Get Back,,"John Lennon, Paul McCartney, George Harrison, Ringo Starr",,"November 25, 2021",2021,,1 Season,Historical,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.
9,s5,TV Show,The Beatles: Get Back,,"John Lennon, Paul McCartney, George Harrison, Ringo Starr",,"November 25, 2021",2021,,1 Season,Music,A three-part documentary from Peter Jackson capturing a moment in music history with The Beatles.
10,s6,Movie,Becoming Cousteau,Liz Garbus,"Jacques Yves Cousteau, Vincent Cassel",United States,"November 24, 2021",2021,PG-13,94 min,Biographical,An inside look at the legendary life of adventurer Jacques-Yves Cousteau.
11,s6,Movie,Becoming Cousteau,Liz Garbus,"Jacques Yves Cousteau, Vincent Cassel",United States,"November 24, 2021",2021,PG-13,94 min,Documentary,An inside look at the legendary life of adventurer Jacques-Yves Cousteau.
12,s7,TV Show,Hawkeye,,"Jeremy Renner, Hailee Steinfeld, Vera Farmiga, Fra Fee, Tony Dalton, Zahn McClarnon",,"November 24, 2021",2021,TV-14,1 Season,Action-Adventure,Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.
13,s7,TV Show,Hawkeye,,"Jeremy Renner, Hailee Steinfeld, Vera Farmiga, Fra Fee, Tony Dalton, Zahn McClarnon",,"November 24, 2021",2021,TV-14,1 Season,Superhero,Clint Barton/Hawkeye must team up with skilled archer Kate Bishop to unravel a criminal conspiracy.
14,s8,TV Show,Port Protection Alaska,,"Gary Muehlberger, Mary Miller, Curly Leach, Sam Carlson, Stuart Andrews, David Squibb",United States,"November 24, 2021",2015,TV-14,2 Seasons,Docuseries,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.
15,s8,TV Show,Port Protection Alaska,,"Gary Muehlberger, Mary Miller, Curly Leach, Sam Carlson, Stuart Andrews, David Squibb",United States,"November 24, 2021",2015,TV-14,2 Seasons,Reality,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.
16,s8,TV Show,Port Protection Alaska,,"Gary Muehlberger, Mary Miller, Curly Leach, Sam Carlson, Stuart Andrews, David Squibb",United States,"November 24, 2021",2015,TV-14,2 Seasons,Survival,Residents of Port Protection must combat volatile conditions to survive and thrive in Alaska.
17,s9,TV Show,Secrets of the Zoo: Tampa,,"Dr. Ray Ball, Dr. Lauren Smith, Chris Massaro, Tiffany Burns, Mike Burns, Melinda Mendolusky",United States,"November 24, 2021",2019,TV-PG,2 Seasons,Animals & Nature,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!
18,s9,TV Show,Secrets of the Zoo: Tampa,,"Dr. Ray Ball, Dr. Lauren Smith, Chris Massaro, Tiffany Burns, Mike Burns, Melinda Mendolusky",United States,"November 24, 2021",2019,TV-PG,2 Seasons,Docuseries,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!
19,s9,TV Show,Secrets of the Zoo: Tampa,,"Dr. Ray Ball, Dr. Lauren Smith, Chris Massaro, Tiffany Burns, Mike Burns, Melinda Mendolusky",United States,"November 24, 2021",2019,TV-PG,2 Seasons,Family,A day in the life at ZooTampa is anything but ordinary. It's extraordinary!
20,s10,Movie,A Muppets Christmas: Letters To Santa,Kirk R. Thatcher,"Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson",United States,"November 19, 2021",2008,G,45 min,Comedy,Celebrate the holiday season with all your favorite Muppets.
21,s10,Movie,A Muppets Christmas: Letters To Santa,Kirk R. Thatcher,"Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson",United States,"November 19, 2021",2008,G,45 min,Family,Celebrate the holiday season with all your favorite Muppets.
22,s10,Movie,A Muppets Christmas: Letters To Santa,Kirk R. Thatcher,"Steve Whitmire, Dave Goelz, Bill Barretta, Eric Jacobson",United States,"November 19, 2021",2008,G,45 min,Musical,Celebrate the holiday season with all your favorite Muppets.
23,s11,Movie,Adventure Thru the Walt Disney Archives,John Gleim,"Don Hahn, Kathryn Beaumont, Pete Docter, Kevin Feige, Mark Hamill, Bob Iger",,"November 19, 2021",2020,TV-PG,59 min,Documentary,Explore the treasures and rich history of the Walt Disney Archives.
24,s12,Movie,Puppy for Hanukkah,,,,"November 19, 2021",2020,TV-G,4 min,Comedy,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!"""
25,s12,Movie,Puppy for Hanukkah,,,,"November 19, 2021",2020,TV-G,4 min,Family,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!"""
26,s12,Movie,Puppy for Hanukkah,,,,"November 19, 2021",2020,TV-G,4 min,Music,"Check out Daveed Digg's official music video ""Puppy for Hanukkah!"""
27,s13,Movie,The Pixar Story,Leslie Iwerks,"Stacy Keach, John Lasseter, Brad Bird, John Musker, Ron Clements, Frank Thomas",United States,"November 19, 2021",2007,G,91 min,Documentary,A groundbreaking company forever changes the face of filmmaking.
28,s13,Movie,The Pixar Story,Leslie Iwerks,"Stacy Keach, John Lasseter, Brad Bird, John Musker, Ron Clements, Frank Thomas",United States,"November 19, 2021",2007,G,91 min,Family,A groundbreaking company forever changes the face of filmmaking.
29,s14,TV Show,"Dr. Oakley, Yukon Vet",,"Dr. Michelle Oakley, Zachary Fine",United States,"November 17, 2021",2013,TV-PG,10 Seasons,Action-Adventure,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon."
30,s14,TV Show,"Dr. Oakley, Yukon Vet",,"Dr. Michelle Oakley, Zachary Fine",United States,"November 17, 2021",2013,TV-PG,10 Seasons,Animals & Nature,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon."
31,s14,TV Show,"Dr. Oakley, Yukon Vet",,"Dr. Michelle Oakley, Zachary Fine",United States,"November 17, 2021",2013,TV-PG,10 Seasons,Docuseries,"Meet Dr. Michelle Oakley, vet to pretty much everything that moves in the rugged Yukon."
32,s15,Movie,America the Beautiful,,Michael B. Jordan,,"November 12, 2021",2021,TV-PG,2 min,Animals & Nature,"Epic, grand portrait of the land across four regions on the most extreme continent. Coming in 2022."
33,s16,Movie,Baymax!,,,,"November 12, 2021",2021,TV-G,1 min,Animation,“Baymax!” premieres on Disney+ summer 2022.
34,s17,Movie,Ciao Alberto,McKenna Harris,"Jack Dylan Grazer, Marco Barricelli",,"November 12, 2021",2021,TV-PG,8 min,Animation,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.
35,s17,Movie,Ciao Alberto,McKenna Harris,"Jack Dylan Grazer, Marco Barricelli",,"November 12, 2021",2021,TV-PG,8 min,Comedy,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.
36,s17,Movie,Ciao Alberto,McKenna Harris,"Jack Dylan Grazer, Marco Barricelli",,"November 12, 2021",2021,TV-PG,8 min,Family,Fun-loving sea monster Alberto whole-heartedly wants to prove himself to his stoic mentor Massimo.
37,s18,TV Show,Disney Fancy Nancy,,"Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath","United States, Canada","November 12, 2021",2018,TV-PG,3 Seasons,Animation,Nancy makes every day extraordinary!
38,s18,TV Show,Disney Fancy Nancy,,"Mia Jenness, Alyson Hannigan, Rob Riggle, Spencer Moss, Dana Heath","United States, Canada","November 12, 2021",2018,TV-PG,3 Seasons,Kids,Nancy makes every day extraordinary!
39,s19,TV Show,Disney Intertwined,,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",,"November 12, 2021",2021,TV-PG,1 Season,Comedy,Allegra is ready to change the past in order to reach her dream.
40,s19,TV Show,Disney Intertwined,,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",,"November 12, 2021",2021,TV-PG,1 Season,Coming of Age,Allegra is ready to change the past in order to reach her dream.
41,s19,TV Show,Disney Intertwined,,"Carolina Domenech, José Jiménez Zapiola, Kevsho, Elena Roger, Clara Alonso, Emilia Mernes",,"November 12, 2021",2021,TV-PG,1 Season,Drama,Allegra is ready to change the past in order to reach her dream.
42,s20,Movie,Enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",United States,"November 12, 2021",2007,PG,110 min,Comedy,An animated princess winds up in the real world of modern-day Manhattan.
43,s20,Movie,Enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",United States,"November 12, 2021",2007,PG,110 min,Family,An animated princess winds up in the real world of modern-day Manhattan.
44,s20,Movie,Enchanted,Kevin Lima,"Amy Adams, Patrick Dempsey, James Marsden, Timothy Spall, Idina Menzel, Susan Sarandon",United States,"November 12, 2021",2007,PG,110 min,Fantasy,An animated princess winds up in the real world of modern-day Manhattan.
45,s21,Movie,Feast,Patrick Osborne,"Stephen Apostolina, Kirk Baily, Ben Bledsoe, David Cowgill, Terri Douglas, Fuschia!",United States,"November 12, 2021",2014,G,8 min,Animation,One man's love life seen through the eyes of his dog.
46,s21,Movie,Feast,Patrick Osborne,"Stephen Apostolina, Kirk Baily, Ben Bledsoe, David Cowgill, Terri Douglas, Fuschia!",United States,"November 12, 2021",2014,G,8 min,Comedy,One man's love life seen through the eyes of his dog.
47,s21,Movie,Feast,Patrick Osborne,"Stephen Apostolina, Kirk Baily, Ben Bledsoe, David Cowgill, Terri Douglas, Fuschia!",United States,"November 12, 2021",2014,G,8 min,Drama,One man's love life seen through the eyes of his dog.
48,s22,Movie,Frozen Fever,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Chris Williams",United States,"November 12, 2021",2015,G,11 min,Animation,Elsa wants to give Anna the best birthday party ever.
49,s22,Movie,Frozen Fever,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Chris Williams",United States,"November 12, 2021",2015,G,11 min,Family,Elsa wants to give Anna the best birthday party ever.
50,s22,Movie,Frozen Fever,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Chris Williams",United States,"November 12, 2021",2015,G,11 min,Fantasy,Elsa wants to give Anna the best birthday party ever.
51,s23,Movie,Get a Horse!,Lauren MacMullan,"Walt Disney, Marcellite Garner, Russi Taylor, Billy Bletcher, Will Ryan, Bob Bergen",United States,"November 12, 2021",2013,G,7 min,Action-Adventure,Mickey and friends hitch a ride on a musical hay wagon.
52,s23,Movie,Get a Horse!,Lauren MacMullan,"Walt Disney, Marcellite Garner, Russi Taylor, Billy Bletcher, Will Ryan, Bob Bergen",United States,"November 12, 2021",2013,G,7 min,Animation,Mickey and friends hitch a ride on a musical hay wagon.
53,s23,Movie,Get a Horse!,Lauren MacMullan,"Walt Disney, Marcellite Garner, Russi Taylor, Billy Bletcher, Will Ryan, Bob Bergen",United States,"November 12, 2021",2013,G,7 min,Comedy,Mickey and friends hitch a ride on a musical hay wagon.
54,s24,Movie,Home Sweet Home Alone,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Kenan Thompson, Tim Simons",United States,"November 12, 2021",2021,PG,95 min,Comedy,"Alone for the holidays, Max Mercer will do whatever it takes to protect his home from trespassers."
55,s24,Movie,Home Sweet Home Alone,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, Kenan Thompson, Tim Simons",United States,"November 12, 2021",2021,PG,95 min,Family,"Alone for the holidays, Max Mercer will do whatever it takes to protect his home from trespassers."
56,s25,Movie,Jungle Cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramirez, Jack Whitehall, Jesse Plemons, Paul Giamatti",United States,"November 12, 2021",2021,PG-13,129 min,Action-Adventure,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.
57,s25,Movie,Jungle Cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramirez, Jack Whitehall, Jesse Plemons, Paul Giamatti",United States,"November 12, 2021",2021,PG-13,129 min,Comedy,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.
58,s25,Movie,Jungle Cruise,Jaume Collet-Serra,"Dwayne Johnson, Emily Blunt, Edgar Ramirez, Jack Whitehall, Jesse Plemons, Paul Giamatti",United States,"November 12, 2021",2021,PG-13,129 min,Family,Dr. Lily Houghton & skipper Frank Wolff team up for a wild ride on the Amazon.
59,s26,Movie,Limitless with Chris Hemsworth,,Chris Hemsworth,,"November 12, 2021",2021,TV-14,2 min,Lifestyle,"""Limitless with Chris Hemsworth"" is coming to Disney+ in 2022."
60,s27,Movie,Marvel Studios’ 2021 Disney+ Day Special,,,,"November 12, 2021",2021,TV-PG,14 min,Movies,"Marvel Studios’ Disney+ Day Special explores the Disney+ series of the MCU – past, present and future."
61,s28,Movie,Obi-Wan Kenobi,,,,"November 12, 2021",2021,TV-PG,1 min,Action-Adventure,"A behind the scenes look of the ""Obi-Wan Kenobi"" special event series. Coming to Disney+ in 2022."
62,s28,Movie,Obi-Wan Kenobi,,,,"November 12, 2021",2021,TV-PG,1 min,Science Fiction,"A behind the scenes look of the ""Obi-Wan Kenobi"" special event series. Coming to Disney+ in 2022."
63,s29,TV Show,Olaf Presents,,Josh Gad,,"November 12, 2021",2021,TV-PG,1 Season,Animation,Olaf goes from snowman to showman for his unique retelling of five favorite Disney Animation tales.
64,s29,TV Show,Olaf Presents,,Josh Gad,,"November 12, 2021",2021,TV-PG,1 Season,Family,Olaf goes from snowman to showman for his unique retelling of five favorite Disney Animation tales.
65,s30,Movie,Paperman,John Kahrs,"John Kahrs, Kari Wahlgren",United States,"November 12, 2021",2012,G,7 min,Animation,A young man strives to find girl of his dreams.
66,s30,Movie,Paperman,John Kahrs,"John Kahrs, Kari Wahlgren",United States,"November 12, 2021",2012,G,7 min,Comedy,A young man strives to find girl of his dreams.
67,s30,Movie,Paperman,John Kahrs,"John Kahrs, Kari Wahlgren",United States,"November 12, 2021",2012,G,7 min,Family,A young man strives to find girl of his dreams.
68,s31,Movie,Pixar 2021 Disney+ Day Special,,"Pete Docter, Larry the Cable Guy, Jack Dylan Grazer, Domee Shi, Angus MacLane",,"November 12, 2021",2021,G,5 min,Movies,Join Pete Docter for a tour around Pixar and get a sneak peek at several upcoming Disney+ releases.
69,s32,Movie,Shang-Chi and The Legend of The Ten Rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley","United States, Australia","November 12, 2021",2021,PG-13,134 min,Action-Adventure,"Shang-Chi must confront his father, leader of the Ten Rings organization."
70,s32,Movie,Shang-Chi and The Legend of The Ten Rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley","United States, Australia","November 12, 2021",2021,PG-13,134 min,Fantasy,"Shang-Chi must confront his father, leader of the Ten Rings organization."
71,s32,Movie,Shang-Chi and The Legend of The Ten Rings,Destin Daniel Cretton,"Simu Liu, Awkwafina, Tony Leung, Michelle Yeoh, Meng'er Zhang, Ben Kingsley","United States, Australia","November 12, 2021",2021,PG-13,134 min,Superhero,"Shang-Chi must confront his father, leader of the Ten Rings organization."
72,s33,Movie,Spin,Manjari Makijany,"Avantika, Michael Bishop, Anna Cathcart, Jahbril Cook, Kerri Medders, Aryan Simhadri",,"November 12, 2021",2021,TV-G,94 min,Coming of Age,Rhea discovers her passion for creating DJ mixes!
73,s33,Movie,Spin,Manjari Makijany,"Avantika, Michael Bishop, Anna Cathcart, Jahbril Cook, Kerri Medders, Aryan Simhadri",,"November 12, 2021",2021,TV-G,94 min,Music,Rhea discovers her passion for creating DJ mixes!
74,s34,Movie,Tangled Ever After,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",United States,"November 12, 2021",2012,G,9 min,Animation,It's up to Max and Pascal to save the royal wedding.
75,s34,Movie,Tangled Ever After,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Alan Dale, Paul F. Tompkins, Kari Wahlgren, Mark Allen Stewart",United States,"November 12, 2021",2012,G,9 min,Family,It's up to Max and Pascal to save the royal wedding.
76,s35,Movie,The Ballad of Nessie,"Stevie Wermers-Skelton, Kevin Deters",Billy Connolly,,"November 12, 2021",2011,G,8 min,Animation,A colorful tale about the friendly Loch Ness monster.
77,s35,Movie,The Ballad of Nessie,"Stevie Wermers-Skelton, Kevin Deters",Billy Connolly,,"November 12, 2021",2011,G,8 min,Family,A colorful tale about the friendly Loch Ness monster.
78,s35,Movie,The Ballad of Nessie,"Stevie Wermers-Skelton, Kevin Deters",Billy Connolly,,"November 12, 2021",2011,G,8 min,Fantasy,A colorful tale about the friendly Loch Ness monster.
79,s36,Movie,The Little Matchgirl,Roger Allers,,United States,"November 12, 2021",2006,G,7 min,Animation,A poor matchgirl sees happy images in the flames of her matches.
80,s36,Movie,The Little Matchgirl,Roger Allers,,United States,"November 12, 2021",2006,G,7 min,Drama,A poor matchgirl sees happy images in the flames of her matches.
81,s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,David Clair,"Billie Eilish, FINNEAS, Gustavo Dudamel, Patrick Osborne, Robert Rodriguez",,"November 12, 2021",2021,TV-PG,30 min,Concert Film,"Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles."""
82,s37,Movie,The Making of Happier Than Ever: A Love Letter to Los Angeles,David Clair,"Billie Eilish, FINNEAS, Gustavo Dudamel, Patrick Osborne, Robert Rodriguez",,"November 12, 2021",2021,TV-PG,30 min,Music,"Go behind the scenes of ""Happier Than Ever: A Love Letter to Los Angeles."""
83,s38,Movie,The Proud Family: Louder and Prouder,,"Kyla Pratt, Tommy Davidson, Paula Jai Parker, JoMarie Payton, Cedric the Entertainer",,"November 12, 2021",2021,TV-G,1 min,Animation,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022."
84,s38,Movie,The Proud Family: Louder and Prouder,,"Kyla Pratt, Tommy Davidson, Paula Jai Parker, JoMarie Payton, Cedric the Entertainer",,"November 12, 2021",2021,TV-G,1 min,Comedy,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022."
85,s38,Movie,The Proud Family: Louder and Prouder,,"Kyla Pratt, Tommy Davidson, Paula Jai Parker, JoMarie Payton, Cedric the Entertainer",,"November 12, 2021",2021,TV-G,1 min,Coming of Age,"""The Proud Family: Louder and Prouder"" follows Penny Proud and her family. Coming in February 2022."
86,s39,Movie,The Simpsons in Plusaversary,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Tress MacNeille, Hank Azaria",,"November 12, 2021",2021,TV-PG,6 min,Animation,Celebrate Disney+ Day with The Simpsons and their friends from across the service.
87,s39,Movie,The Simpsons in Plusaversary,David Silverman,"Dan Castellaneta, Nancy Cartwright, Yeardley Smith, Tress MacNeille, Hank Azaria",,"November 12, 2021",2021,TV-PG,6 min,Comedy,Celebrate Disney+ Day with The Simpsons and their friends from across the service.
88,s40,Movie,Tick Tock Tale,Dean Wellins,,United States,"November 12, 2021",2010,G,6 min,Animation,A tale of a quirky mantle clock.
89,s40,Movie,Tick Tock Tale,Dean Wellins,,United States,"November 12, 2021",2010,G,6 min,Crime,A tale of a quirky mantle clock.
90,s40,Movie,Tick Tock Tale,Dean Wellins,,United States,"November 12, 2021",2010,G,6 min,Family,A tale of a quirky mantle clock.
91,s41,Movie,Under the Helmet: The Legacy of Boba Fett,,,,"November 12, 2021",2021,TV-PG,22 min,Science Fiction,"A special celebrating the origins and legacy of Star Wars’ legendary bounty hunter, Boba Fett."
92,s42,Movie,Willow,,,,"November 12, 2021",2021,TV-PG,3 min,Action-Adventure,"Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022."
93,s42,Movie,Willow,,,,"November 12, 2021",2021,TV-PG,3 min,Fantasy,"Meet the cast of the all-new Disney+ fantasy-adventure series ""Willow."" Coming to Disney+ in 2022."
94,s43,Movie,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney",United States,"November 5, 2021",2011,G,87 min,Comedy,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.
95,s43,Movie,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney",United States,"November 5, 2021",2011,G,87 min,Family,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.
96,s43,Movie,Alvin and the Chipmunks: Chipwrecked,Mike Mitchell,"Jason Lee, David Cross, Jenny Slate, Justin Long, Matthew Gray Gubler, Jesse McCartney",United States,"November 5, 2021",2011,G,87 min,Music,The Chipmunks and Chipettes get stranded on a remote island – or so it would seem.
97,s44,Movie,Jingle All The Way,Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad, Martin Mull",United States,"November 5, 2021",1996,PG,90 min,Comedy,A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.
98,s44,Movie,Jingle All The Way,Brian Levant,"Arnold Schwarzenegger, Sinbad, Phil Hartman, Rita Wilson, Robert Conrad, Martin Mull",United States,"November 5, 2021",1996,PG,90 min,Family,A father's Christmas Eve turns into a madcap scramble to find a much sought-after toy for his son.
99,s45,Movie,Jingle All the Way 2,Alex Zamm,"Larry the Cable Guy, Brian Stepanek, Santino Marella, Kennedi Clements, Kirsten Robek, Rachel Hayward",United States,"November 5, 2021",2014,PG,91 min,Comedy,Two dads compete to be the best father and make Christmas amazing!
100,s45,Movie,Jingle All the Way 2,Alex Zamm,"Larry the Cable Guy, Brian Stepanek, Santino Marella, Kennedi Clements, Kirsten Robek, Rachel Hayward",United States,"November 5, 2021",2014,PG,91 min,Family,Two dads compete to be the best father and make Christmas amazing!
101,s46,Movie,Prep & Landing: Operation Secret Santa,"Kevin Deters, Stevie Wermers-Skelton","Betty White, Dave Foley, Derek Richardson, Sarah Chalke, W. Morgan Sheppard",,"November 5, 2021",2010,TV-G,8 min,Animation,Mrs. Claus enlists two elves in a secret mission.
102,s46,Movie,Prep & Landing: Operation Secret Santa,"Kevin Deters, Stevie Wermers-Skelton","Betty White, Dave Foley, Derek Richardson, Sarah Chalke, W. Morgan Sheppard",,"November 5, 2021",2010,TV-G,8 min,Family,Mrs. Claus enlists two elves in a secret mission.
103,s46,Movie,Prep & Landing: Operation Secret Santa,"Kevin Deters, Stevie Wermers-Skelton","Betty White, Dave Foley, Derek Richardson, Sarah Chalke, W. Morgan Sheppard",,"November 5, 2021",2010,TV-G,8 min,Fantasy,Mrs. Claus enlists two elves in a secret mission.
104,s47,Movie,Santa Buddies: The Legend of Santa Paws,Robert Vince,"Christopher Lloyd, Danny Woodburn, Craig Anton, Michael Teigen, Ben Giroux, Paul Rae","United States, Canada","November 5, 2021",2009,G,93 min,Comedy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas."
105,s47,Movie,Santa Buddies: The Legend of Santa Paws,Robert Vince,"Christopher Lloyd, Danny Woodburn, Craig Anton, Michael Teigen, Ben Giroux, Paul Rae","United States, Canada","November 5, 2021",2009,G,93 min,Fantasy,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas."
106,s47,Movie,Santa Buddies: The Legend of Santa Paws,Robert Vince,"Christopher Lloyd, Danny Woodburn, Craig Anton, Michael Teigen, Ben Giroux, Paul Rae","United States, Canada","November 5, 2021",2009,G,93 min,Kids,"The Buddies remind Santa Paws' feisty son, Puppy Paws, about the true meaning of Christmas."
107,s48,Movie,Snow Buddies,Robert Vince,"Dominic Scott Kay, John Kapelos, Lise Simms, Mike Dopud, Charles C. Stevenson Jr., Dylan Minnette",United States,"November 5, 2021",2008,G,91 min,Action-Adventure,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.
108,s48,Movie,Snow Buddies,Robert Vince,"Dominic Scott Kay, John Kapelos, Lise Simms, Mike Dopud, Charles C. Stevenson Jr., Dylan Minnette",United States,"November 5, 2021",2008,G,91 min,Comedy,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.
109,s48,Movie,Snow Buddies,Robert Vince,"Dominic Scott Kay, John Kapelos, Lise Simms, Mike Dopud, Charles C. Stevenson Jr., Dylan Minnette",United States,"November 5, 2021",2008,G,91 min,Kids,Disney’s favorite talking pups put one paw in front of the other in a thrilling Alaskan adventure.
110,s49,Movie,Space Buddies,Robert Vince,"F.T. Anderson, Diedrich Bader, Field Cate, Kendall Cross, Mike Dopud, Mark Downey","United States, Canada","November 5, 2021",2009,G,87 min,Action-Adventure,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind."
111,s49,Movie,Space Buddies,Robert Vince,"F.T. Anderson, Diedrich Bader, Field Cate, Kendall Cross, Mike Dopud, Mark Downey","United States, Canada","November 5, 2021",2009,G,87 min,Comedy,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind."
112,s49,Movie,Space Buddies,Robert Vince,"F.T. Anderson, Diedrich Bader, Field Cate, Kendall Cross, Mike Dopud, Mark Downey","United States, Canada","November 5, 2021",2009,G,87 min,Kids,"Disney's most adventurous talking pups take one small step for dog, one giant leap for dogkind."
113,s50,Movie,The Search for Santa Paws,Robert Vince,"Resse Alexander, Diedrich Bader, Sahar Biniaz, Jan Boss, Ameko Eks Mass Carroll, Melody Choi",Canada,"November 5, 2021",2010,G,101 min,Drama,Discover how the legendary friendship of Santa Claus and Santa Paws began.
