,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
659,s268,TV Show,Star Wars: Ewoks,,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",,"April 2, 2021",1985,TV-Y7-FV,2 Seasons,Animation,"Join your favorite, furry Star Wars heroes, the Ewoks, in an action-packed, animated series!"
660,s268,TV Show,Star Wars: Ewoks,,"Jim Henshaw, Cree Summer Francks, Jackie Burroughs, George Buza, Doug Chamberlain, Paul Chato",,"April 2, 2021",1985,TV-Y7-FV,2 Seasons,Fantasy,"Join your favorite, furry Star Wars heroes, the Ewoks, in an action-packed, animated series!"
661,s269,Movie,The Big Year,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston, Rashida Jones","United States, Canada","April 2, 2021",2011,PG,101 min,Animals & Nature,Three men pursue the Birder of the Year title across the continent.
662,s269,Movie,The Big Year,David Frankel,"Steve Martin, Jack Black, Owen Wilson, Brian Dennehy, Anjelica Huston, Rashida Jones","United States, Canada","April 2, 2021",2011,PG,101 min,Comedy,Three men pursue the Birder of the Year title across the continent.
663,s270,Movie,The Last Ice,Scott Ressler,,United States,"April 2, 2021",2020,TV-14,82 min,Animals & Nature,"As climate change melts the Arctic ice, the indigenous people fight to protect the land."
664,s270,Movie,The Last Ice,Scott Ressler,,United States,"April 2, 2021",2020,TV-14,82 min,Documentary,"As climate change melts the Arctic ice, the indigenous people fight to protect the land."
665,s271,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom","April 2, 2021",1959,G,107 min,Action-Adventure,"A boy attempts the impossible - climbing the ""Citadel."""
666,s271,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom","April 2, 2021",1959,G,107 min,Coming of Age,"A boy attempts the impossible - climbing the ""Citadel."""
667,s271,Movie,Third Man on the Mountain,Ken Annakin,"Michael Rennie, James MacArthur, Janet Munro, James Donald, Herbert Lom, Laurence Naismith","United States, United Kingdom","April 2, 2021",1959,G,107 min,Family,"A boy attempts the impossible - climbing the ""Citadel."""
668,s272,TV Show,Walk the Prank,,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",United States,"April 2, 2021",2016,TV-Y7,3 Seasons,Comedy,Chance and his crew prank unsuspecting targets.
669,s272,TV Show,Walk the Prank,,"Cody Veith, Bryce Gheisar, Brandon Severs, Jillian Shea Spaeder, Tobie Windham",United States,"April 2, 2021",2016,TV-Y7,3 Seasons,Reality,Chance and his crew prank unsuspecting targets.
670,s273,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings","United Kingdom, United States, Canada, Ireland","March 26, 2021",2011,G,86 min,Action-Adventure,Two garden gnomes remain star-crossed lovers during a feud among neighbors.
671,s273,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings","United Kingdom, United States, Canada, Ireland","March 26, 2021",2011,G,86 min,Animation,Two garden gnomes remain star-crossed lovers during a feud among neighbors.
672,s273,Movie,Gnomeo & Juliet,Kelly Asbury,"James McAvoy, Emily Blunt, Matt Lucas, Ashley Jensen, Michael Caine, Jim Cummings","United Kingdom, United States, Canada, Ireland","March 26, 2021",2011,G,86 min,Family,Two garden gnomes remain star-crossed lovers during a feud among neighbors.
673,s274,TV Show,Pickle and Peanut,,"Johnny Pemberton, Jon Heder, Dana Snyder, Joel Trussell",United States,"March 26, 2021",2015,TV-Y7,2 Seasons,Comedy,The freewheeling adventures of Pickle and Peanut.
674,s275,TV Show,The Mighty Ducks: Game Changers,,,,"March 26, 2021",2021,TV-PG,1 Season,Comedy,A new group of misfits rediscovers the joys of playing hockey for the love of the game.
675,s275,TV Show,The Mighty Ducks: Game Changers,,,,"March 26, 2021",2021,TV-PG,1 Season,Drama,A new group of misfits rediscovers the joys of playing hockey for the love of the game.
676,s275,TV Show,The Mighty Ducks: Game Changers,,,,"March 26, 2021",2021,TV-PG,1 Season,Sports,A new group of misfits rediscovers the joys of playing hockey for the love of the game.
677,s276,TV Show,Disney Big Hero 6 The Series,,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",United States,"March 19, 2021",2017,TV-G,3 Seasons,Action-Adventure,"Hiro, Baymax and team protect the city from villains."
678,s276,TV Show,Disney Big Hero 6 The Series,,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",United States,"March 19, 2021",2017,TV-G,3 Seasons,Animation,"Hiro, Baymax and team protect the city from villains."
679,s276,TV Show,Disney Big Hero 6 The Series,,"Scott Adsit, Ryan Potter, Brooks Wheelan, Jamie Chung, Khary Payton, Genesis Rodriguez",United States,"March 19, 2021",2017,TV-G,3 Seasons,Kids,"Hiro, Baymax and team protect the city from villains."
680,s277,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",,"March 19, 2021",2019,,53 min,Biographical,J-Pop band Perfume shares their passion for music and Disney memories.
681,s277,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",,"March 19, 2021",2019,,53 min,Documentary,J-Pop band Perfume shares their passion for music and Disney memories.
682,s277,Movie,Disney My Music Story: Perfume,Kentaro Takayanagi,"a-chan , KASHIYUKA , NOCCHi",,"March 19, 2021",2019,,53 min,Music,J-Pop band Perfume shares their passion for music and Disney memories.
683,s278,TV Show,Mexico Untamed,,Juan Monsalvez,,"March 19, 2021",2018,TV-PG,1 Season,Animals & Nature,Predator and prey fight age-old battles for survival in Mexico Untamed
684,s278,TV Show,Mexico Untamed,,Juan Monsalvez,,"March 19, 2021",2018,TV-PG,1 Season,Docuseries,Predator and prey fight age-old battles for survival in Mexico Untamed
685,s279,TV Show,The Falcon and The Winter Soldier,,"Anthony Mackie, Sebastian Stan, Daniel Brühl, Emily VanCamp, Wyatt Russell",,"March 19, 2021",2021,TV-14,1 Season,Action-Adventure,Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.
686,s279,TV Show,The Falcon and The Winter Soldier,,"Anthony Mackie, Sebastian Stan, Daniel Brühl, Emily VanCamp, Wyatt Russell",,"March 19, 2021",2021,TV-14,1 Season,Buddy,Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.
687,s279,TV Show,The Falcon and The Winter Soldier,,"Anthony Mackie, Sebastian Stan, Daniel Brühl, Emily VanCamp, Wyatt Russell",,"March 19, 2021",2021,TV-14,1 Season,Science Fiction,Sam Wilson aka The Falcon and Bucky Barnes aka The Winter Soldier team up on a global adventure.
688,s280,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",,"March 12, 2021",2020,TV-Y,24 min,Animation,Doc McStuffins helps kids learn about healthy habits.
689,s280,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",,"March 12, 2021",2020,TV-Y,24 min,Kids,Doc McStuffins helps kids learn about healthy habits.
690,s280,Movie,Doc McStuffins: The Doc Is In,Chris Hamilton,"Laya DeLeon Hayes, Loretta Devine, Lara Jill Miller, Robbie Rist, Anthony Anderson, Dr Myiesha Taylor,  MD",,"March 12, 2021",2020,TV-Y,24 min,Medical,Doc McStuffins helps kids learn about healthy habits.
691,s281,TV Show,Marvel Studios ASSEMBLED,,,,"March 12, 2021",2021,,1 Season,Anthology,ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.
692,s281,TV Show,Marvel Studios ASSEMBLED,,,,"March 12, 2021",2021,,1 Season,Docuseries,ASSEMBLED is an immersive series of docu-specials examining the next phase of the MCU.
693,s282,Movie,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett, Allison Janney","United States, United Kingdom, Belgium, Canada","March 12, 2021",2016,PG-13,127 min,Coming of Age,A wildly imaginative fantasy-adventure about a secret world for children with unusual powers.
694,s282,Movie,Miss Peregrine's Home for Peculiar Children,Tim Burton,"Eva Green, Asa Butterfield, Samuel L. Jackson, Judi Dench, Rupert Everett, Allison Janney","United States, United Kingdom, Belgium, Canada","March 12, 2021",2016,PG-13,127 min,Fantasy,A wildly imaginative fantasy-adventure about a secret world for children with unusual powers.
695,s283,Movie,Own the Room,"Cristina Costantini, Darren Foster","Alondra Toledo, Daniela Blanco, Henry Onyango, Jason Hadzikostas, Santosh Pandey",,"March 12, 2021",2021,TV-14,91 min,Documentary,"Five young entrepreneurs from across the world vie for $100,000."
696,s284,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray","United Kingdom, United States","March 5, 2021",2006,PG,79 min,Comedy,Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.
697,s284,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray","United Kingdom, United States","March 5, 2021",2006,PG,79 min,Family,Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.
698,s284,Movie,Garfield: A Tail of Two Kitties,Tim Hill,"Breckin Meyer, Jennifer Love Hewitt, Billy Connolly, Bill Murray","United Kingdom, United States","March 5, 2021",2006,PG,79 min,Kids,Garfield is adopted by a greedy Lord with nefarious plans to open up his estate as a hunting ground.
699,s285,TV Show,American Dragon: Jake Long,,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",United States,"February 26, 2021",2004,TV-Y7,2 Seasons,Action-Adventure,Jake strives to find balance in his life as a New York teen learning to master his mystical powers.
700,s285,TV Show,American Dragon: Jake Long,,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",United States,"February 26, 2021",2004,TV-Y7,2 Seasons,Animation,Jake strives to find balance in his life as a New York teen learning to master his mystical powers.
701,s285,TV Show,American Dragon: Jake Long,,"Dante Basco, Jeff Bennett, Amy Bruckner, John DiMaggio, Charlie Finn, Kittie",United States,"February 26, 2021",2004,TV-Y7,2 Seasons,Comedy,Jake strives to find balance in his life as a New York teen learning to master his mystical powers.
702,s286,TV Show,Car SOS,,,United Kingdom,"February 26, 2021",2012,TV-PG,8 Seasons,Buddy,"Decaying classic cars are revived by two experts for unsuspecting, grateful owners."
703,s286,TV Show,Car SOS,,,United Kingdom,"February 26, 2021",2012,TV-PG,8 Seasons,Comedy,"Decaying classic cars are revived by two experts for unsuspecting, grateful owners."
704,s286,TV Show,Car SOS,,,United Kingdom,"February 26, 2021",2012,TV-PG,8 Seasons,Docuseries,"Decaying classic cars are revived by two experts for unsuspecting, grateful owners."
705,s287,TV Show,Disney Channel Games 2008,,,,"February 26, 2021",2008,TV-G,1 Season,Game Show / Competition,Disney Channel stars from around the globe compete in the third annual Disney Channel Games.
706,s287,TV Show,Disney Channel Games 2008,,,,"February 26, 2021",2008,TV-G,1 Season,Sports,Disney Channel stars from around the globe compete in the third annual Disney Channel Games.
707,s287,TV Show,Disney Channel Games 2008,,,,"February 26, 2021",2008,TV-G,1 Season,Variety,Disney Channel stars from around the globe compete in the third annual Disney Channel Games.
708,s288,TV Show,Disney Roll It Back (Shorts),,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",,"February 26, 2021",2019,TV-Y7,1 Season,Comedy,Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!
709,s288,TV Show,Disney Roll It Back (Shorts),,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",,"February 26, 2021",2019,TV-Y7,1 Season,Docuseries,Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!
710,s288,TV Show,Disney Roll It Back (Shorts),,"Ramon Reed, Kaylin Hayman, Suzi Barrett, Tobie Windham, JC Currais",,"February 26, 2021",2019,TV-Y7,1 Season,Family,Join the cast of Just Roll With It as they recap all the crazy that happened in the latest episode!
711,s289,TV Show,Dog With a Blog,,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",United States,"February 26, 2021",2012,TV-G,3 Seasons,Comedy,Tyler and Avery hide the fact that their new dog can talk.
712,s289,TV Show,Dog With a Blog,,"G Hannelius, Blake Michael, Francesca Capaldi, Stephen Full, Regan Burns, Beth Littleford",United States,"February 26, 2021",2012,TV-G,3 Seasons,Fantasy,Tyler and Avery hide the fact that their new dog can talk.
713,s290,TV Show,Mickey Go Local,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",,"February 26, 2021",2019,TV-G,1 Season,Animation,"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing."
714,s290,TV Show,Mickey Go Local,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",,"February 26, 2021",2019,TV-G,1 Season,Comedy,"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing."
715,s290,TV Show,Mickey Go Local,,"Azran Bin Ahmad, Rozita Binti Mohamed Hussain, Shamsir Bin Mohd Shahar, Suzana Binti Ahmad",,"February 26, 2021",2019,TV-G,1 Season,Kids,"Mickey and his friends explore Singapore and Malaysia’s finest, from food to clothing."
716,s291,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,United States,"February 26, 2021",2021,TV-G,12 min,Animation,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.
717,s291,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,United States,"February 26, 2021",2021,TV-G,12 min,Family,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.
718,s291,Movie,Myth: A Frozen Tale,Jeff Gipson,Evan Rachel Wood,United States,"February 26, 2021",2021,TV-G,12 min,Fantasy,A family sits down for a bedtime story and is transported to a forest filled with elemental spirits.
719,s292,Movie,Okavango: River of Dreams,"Dereck Joubert, Beverly Joubert",Dereck Joubert,"Austria, South Africa","February 26, 2021",2020,TV-PG,95 min,Animals & Nature,The story of the Okavango River through the wildlife who dwell amongst its waters.
720,s292,Movie,Okavango: River of Dreams,"Dereck Joubert, Beverly Joubert",Dereck Joubert,"Austria, South Africa","February 26, 2021",2020,TV-PG,95 min,Documentary,The story of the Okavango River through the wildlife who dwell amongst its waters.
721,s293,TV Show,Pair of Kings,,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,"February 26, 2021",2010,TV-Y7,3 Seasons,Action-Adventure,"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage."
722,s293,TV Show,Pair of Kings,,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,"February 26, 2021",2010,TV-Y7,3 Seasons,Comedy,"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage."
723,s293,TV Show,Pair of Kings,,"Mitchel Musso, Doc Shaw, Kelsey Chow, Ryan Ochoa, Geno Segers",United States,"February 26, 2021",2010,TV-Y7,3 Seasons,Coming of Age,"Fraternal teenage twins, Brady and Boomer, are suddenly informed of their royal lineage."
724,s294,TV Show,Secrets of Sulphur Springs,,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,"February 26, 2021",2021,TV-PG,1 Season,Family,Griffin and his family move to a mysterious town.
725,s294,TV Show,Secrets of Sulphur Springs,,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,"February 26, 2021",2021,TV-PG,1 Season,Fantasy,Griffin and his family move to a mysterious town.
726,s294,TV Show,Secrets of Sulphur Springs,,"Preston Oliver, Kyliegh Curran, Elle Graham, Madeleine McGraw, Landon Gordon, Kelly Frye",United States,"February 26, 2021",2021,TV-PG,1 Season,Mystery,Griffin and his family move to a mysterious town.
727,s295,Movie,Shanghai Disney Resort Grand Opening Gala,,,,"February 26, 2021",2016,TV-G,24 min,Variety,A grand extravaganza which celebrates the opening of Shanghai Disney Resort.
728,s296,Movie,Cheaper By the Dozen,Shawn Levy,"Steve Martin, Bonnie Hunt, Hilary Duff, Tom Welling, Piper Perabo",United States,"February 19, 2021",2003,PG,99 min,Comedy,Tom and Kate Baker discover that managing twelve children and big careers are a difficult mix.
